Client_ID;Credit_ID;Agence;Type_Credit;Date_Realisation;Montant_Initial;Duree_Mois;Taux;Assurance;Echeance_Mensuelle
CLI-1437;CRE-1437;Strasbourg;Consommation;2021-01-21;9010;25;7.37;1;415.74
CLI-1438;CRE-1438;Colmar;Habitat;2020-08-20;446738;194;3.14;0;3471.74
CLI-1439;CRE-1439;Strasbourg;Auto;2022-08-26;36344;54;5.88;0;851.12
CLI-1440;CRE-1440;Epinal;Consommation;2019-07-26;20918;22;5.65;1;1049.31
CLI-1441;CRE-1441;Epinal;Auto;2020-08-03;23578;80;5.16;1;396.11
CLI-1442;CRE-1442;Strasbourg;Habitat;2022-08-02;297041;278;3.39;1;1907.63
CLI-1443;CRE-1443;Epinal;Habitat;2021-06-15;258720;245;3.38;1;1784.73
CLI-1444;CRE-1444;Colmar;Consommation;2021-08-09;23005;55;6.98;1;552.09
CLI-1445;CRE-1445;Strasbourg;Auto;2021-03-09;40806;43;4.93;0;1116.62
CLI-1446;CRE-1446;Colmar;Habitat;2022-02-02;385696;211;3.24;1;2869.32
CLI-1447;CRE-1447;Mulhouse;Habitat;2022-05-01;319750;211;3.93;1;2562.58
CLI-1448;CRE-1448;Epinal;Consommation;2019-03-10;13186;40;5.53;1;390.42
CLI-1449;CRE-1449;Colmar;Auto;2019-10-28;44540;54;5.69;1;1036.01
CLI-1450;CRE-1450;Strasbourg;Habitat;2021-12-25;314949;206;3.67;1;2492.1
CLI-1451;CRE-1451;Epinal;Habitat;2019-02-09;218521;288;4.07;0;1499.9
CLI-1452;CRE-1452;Epinal;Habitat;2020-04-30;232440;251;3.91;1;1683.42
CLI-1453;CRE-1453;Mulhouse;Habitat;2022-08-09;377095;247;3.9;0;2752.26
CLI-1454;CRE-1454;Epinal;Auto;2022-10-23;39791;36;5.64;1;1292.32
CLI-1455;CRE-1455;Strasbourg;Habitat;2021-01-27;254219;267;4.07;0;1814.36
CLI-1456;CRE-1456;Epinal;Consommation;2020-08-12;19443;36;6.94;1;652.53
CLI-1457;CRE-1457;Colmar;Consommation;2020-12-19;19705;20;5.88;0;1081.8
CLI-1458;CRE-1458;Mulhouse;Consommation;2020-06-14;8217;16;6.88;1;560.67
CLI-1459;CRE-1459;Epinal;Auto;2019-02-14;27043;70;5.34;0;506.67
CLI-1460;CRE-1460;Epinal;Habitat;2019-12-09;300466;225;3.99;1;2334.45
CLI-1461;CRE-1461;Colmar;Auto;2021-07-20;19610;40;5.76;1;584.38
CLI-1462;CRE-1462;Epinal;Auto;2019-03-16;40924;81;5.94;0;707.81
CLI-1463;CRE-1463;Epinal;Consommation;2019-03-10;7472;58;6.24;1;167.68
CLI-1464;CRE-1464;Strasbourg;Habitat;2020-05-28;310405;296;3.82;1;2036.79
CLI-1465;CRE-1465;Strasbourg;Habitat;2020-06-22;328480;261;3.44;1;2200.19
CLI-1466;CRE-1466;Strasbourg;Consommation;2021-02-20;15238;20;6.04;0;838.6
CLI-1467;CRE-1467;Epinal;Auto;2020-06-24;18478;75;5.83;1;336.15
CLI-1468;CRE-1468;Strasbourg;Habitat;2022-08-17;293256;194;3.39;1;2340.08
CLI-1469;CRE-1469;Epinal;Habitat;2022-02-06;154883;279;4.11;1;1085.61
CLI-1470;CRE-1470;Colmar;Consommation;2022-06-13;7159;14;6.27;1;548.76
CLI-1471;CRE-1471;Epinal;Habitat;2019-03-07;397864;283;3.27;1;2490.06
CLI-1472;CRE-1472;Mulhouse;Auto;2021-10-19;36204;78;5.83;1;640.04
CLI-1473;CRE-1473;Strasbourg;Consommation;2020-03-30;21158;56;6.17;1;486.61
CLI-1474;CRE-1474;Mulhouse;Habitat;2021-11-12;384754;287;3.23;0;2376.24
CLI-1475;CRE-1475;Epinal;Consommation;2021-06-04;24756;44;6.5;1;696.73
CLI-1476;CRE-1476;Colmar;Habitat;2019-06-16;375444;291;3.18;1;2285.11
CLI-1477;CRE-1477;Epinal;Consommation;2019-11-05;20890;14;6.71;0;1608.95
CLI-1478;CRE-1478;Mulhouse;Habitat;2019-03-16;170741;272;3.98;1;1194.02
CLI-1479;CRE-1479;Strasbourg;Auto;2019-12-05;19069;82;4.84;0;309.46
CLI-1480;CRE-1480;Strasbourg;Auto;2020-03-21;16213;49;5.4;1;403.84
CLI-1481;CRE-1481;Colmar;Auto;2021-06-23;16010;69;5.51;1;305.54
CLI-1482;CRE-1482;Epinal;Habitat;2019-03-21;371633;237;3.11;0;2531.22
CLI-1483;CRE-1483;Epinal;Auto;2019-09-11;28144;37;5.23;0;883.31
CLI-1484;CRE-1484;Strasbourg;Auto;2020-12-12;28588;81;5.36;1;480.63
CLI-1485;CRE-1485;Colmar;Habitat;2020-03-01;407074;231;3.44;1;2929.17
CLI-1486;CRE-1486;Colmar;Consommation;2020-04-30;16276;29;7.44;0;662.15
CLI-1487;CRE-1487;Mulhouse;Consommation;2020-09-02;21542;18;7.45;1;1330.52
CLI-1488;CRE-1488;Epinal;Habitat;2019-09-02;312364;198;3.32;1;2441.8
CLI-1489;CRE-1489;Epinal;Habitat;2022-01-20;293273;229;3.94;1;2243.58
CLI-1490;CRE-1490;Epinal;Habitat;2020-06-11;315005;182;3.73;0;2709.94
CLI-1491;CRE-1491;Epinal;Consommation;2021-12-09;21385;26;6.57;0;939.58
CLI-1492;CRE-1492;Epinal;Auto;2022-01-31;26052;66;5.73;1;519.13
CLI-1493;CRE-1493;Epinal;Consommation;2022-01-06;23690;27;6.72;0;1010.07
CLI-1494;CRE-1494;Strasbourg;Habitat;2021-09-09;397030;194;3.48;0;3197.93
CLI-1495;CRE-1495;Mulhouse;Habitat;2020-11-21;442257;189;3.7;1;3703.61
CLI-1496;CRE-1496;Colmar;Consommation;2019-10-03;13317;21;6.49;1;706.17
CLI-1497;CRE-1497;Epinal;Consommation;2021-07-24;20353;34;6.02;0;700.72
CLI-1498;CRE-1498;Strasbourg;Consommation;2021-01-26;12344;42;5.7;1;352.54
CLI-1499;CRE-1499;Strasbourg;Habitat;2021-06-02;375818;188;3.6;0;3126.49
CLI-1500;CRE-1500;Colmar;Consommation;2019-11-15;12979;42;7.38;1;388.84
CLI-1501;CRE-1501;Mulhouse;Consommation;2021-09-20;6475;16;6.94;1;442.13
CLI-1502;CRE-1502;Colmar;Auto;2021-10-06;26667;70;4.99;1;491.85
CLI-1503;CRE-1503;Strasbourg;Consommation;2022-02-17;24966;13;5.71;1;2039.26
CLI-1504;CRE-1504;Epinal;Auto;2021-03-09;26058;76;5.87;1;470.34
CLI-1505;CRE-1505;Strasbourg;Habitat;2022-02-07;445703;266;3.29;1;2897.54
CLI-1506;CRE-1506;Epinal;Habitat;2021-09-22;323625;279;3.81;1;2187.46
CLI-1507;CRE-1507;Mulhouse;Habitat;2019-05-19;399450;203;3.58;0;3159.43
CLI-1508;CRE-1508;Strasbourg;Habitat;2020-04-04;385500;295;4.05;0;2607.84
CLI-1509;CRE-1509;Epinal;Consommation;2022-03-01;15808;26;6.61;0;695.08
CLI-1510;CRE-1510;Colmar;Auto;2022-10-04;29894;65;4.9;0;581.97
CLI-1511;CRE-1511;Mulhouse;Auto;2019-03-16;21717;47;4.92;1;551.1
CLI-1512;CRE-1512;Mulhouse;Consommation;2022-01-17;14644;32;6.19;0;533.16
CLI-1513;CRE-1513;Strasbourg;Auto;2022-06-09;43565;62;5.83;0;914.31
CLI-1514;CRE-1514;Epinal;Habitat;2020-10-23;335492;280;3.88;0;2282.94
CLI-1515;CRE-1515;Epinal;Habitat;2020-08-23;185667;213;3.96;0;1484.38
CLI-1516;CRE-1516;Colmar;Consommation;2022-10-11;16479;33;5.57;1;575.85
CLI-1517;CRE-1517;Mulhouse;Habitat;2021-04-19;415292;283;3.66;0;2734.1
CLI-1518;CRE-1518;Epinal;Habitat;2019-09-11;434472;275;3.52;1;2854.35
CLI-1519;CRE-1519;Mulhouse;Habitat;2022-05-12;353091;204;4.05;1;2922.52
CLI-1520;CRE-1520;Colmar;Consommation;2022-10-02;12989;29;7.33;1;527.24
CLI-1521;CRE-1521;Colmar;Habitat;2020-06-28;192640;273;3.36;1;1245.03
CLI-1522;CRE-1522;Strasbourg;Habitat;2019-08-12;319894;198;3.33;0;2503.33
CLI-1523;CRE-1523;Colmar;Consommation;2020-04-17;16525;32;6.53;0;606.33
CLI-1524;CRE-1524;Mulhouse;Habitat;2020-06-09;265842;189;3.87;1;2263.91
CLI-1525;CRE-1525;Strasbourg;Consommation;2021-02-21;23020;33;6.47;1;821.69
CLI-1526;CRE-1526;Epinal;Habitat;2022-06-30;175342;229;4.01;1;1351.62
CLI-1527;CRE-1527;Colmar;Habitat;2019-04-19;153015;276;3.73;0;1030.02
CLI-1528;CRE-1528;Mulhouse;Habitat;2022-09-26;224431;206;3.38;1;1721.62
CLI-1529;CRE-1529;Colmar;Consommation;2022-06-12;18693;23;6.36;1;911.81
CLI-1530;CRE-1530;Mulhouse;Habitat;2022-04-20;318020;193;3.62;0;2607.13
CLI-1531;CRE-1531;Strasbourg;Auto;2022-01-28;33618;71;5.9;1;638.78
CLI-1532;CRE-1532;Epinal;Habitat;2019-02-04;352765;201;3.16;1;2684.0
CLI-1533;CRE-1533;Colmar;Habitat;2020-06-12;241886;189;4.06;1;2098.2
CLI-1534;CRE-1534;Strasbourg;Consommation;2021-03-02;15539;33;6.81;1;559.06
CLI-1535;CRE-1535;Strasbourg;Habitat;2020-12-17;248525;224;3.45;1;1824.0
CLI-1536;CRE-1536;Mulhouse;Consommation;2020-09-29;24321;29;5.88;1;957.83
CLI-1537;CRE-1537;Epinal;Auto;2021-10-18;41233;81;4.85;1;675.7
CLI-1538;CRE-1538;Epinal;Habitat;2019-04-13;158780;246;3.53;1;1112.52
CLI-1539;CRE-1539;Epinal;Consommation;2019-05-11;13125;57;6.96;0;306.39
CLI-1540;CRE-1540;Epinal;Consommation;2020-06-26;6679;23;6.58;1;327.01
CLI-1541;CRE-1541;Epinal;Consommation;2021-02-14;13934;12;6.86;1;1240.82
CLI-1542;CRE-1542;Colmar;Habitat;2021-04-26;397146;209;3.36;1;3012.23
CLI-1543;CRE-1543;Epinal;Consommation;2020-01-11;14064;54;5.81;1;328.54
CLI-1544;CRE-1544;Epinal;Habitat;2021-03-25;328712;215;3.97;1;2616.38
CLI-1545;CRE-1545;Epinal;Habitat;2019-05-10;272823;269;3.88;0;1896.34
CLI-1546;CRE-1546;Epinal;Habitat;2020-04-24;343838;212;3.89;0;2736.49
CLI-1547;CRE-1547;Epinal;Habitat;2019-05-25;367179;229;3.3;0;2613.14
CLI-1548;CRE-1548;Strasbourg;Habitat;2022-05-13;422860;195;3.46;0;3387.76
CLI-1549;CRE-1549;Strasbourg;Auto;2019-11-23;41387;59;5.44;0;889.1
CLI-1550;CRE-1550;Epinal;Habitat;2021-03-27;306797;283;4.0;1;2106.75
CLI-1551;CRE-1551;Epinal;Consommation;2020-02-11;18135;17;7.38;1;1178.29
CLI-1552;CRE-1552;Epinal;Habitat;2022-05-14;430451;217;3.35;1;3185.32
CLI-1553;CRE-1553;Epinal;Consommation;2021-06-24;11935;15;6.27;1;858.03
CLI-1554;CRE-1554;Colmar;Auto;2019-02-16;20992;43;5.02;1;576.0
CLI-1555;CRE-1555;Colmar;Consommation;2022-02-02;23035;36;6.45;1;763.67
CLI-1556;CRE-1556;Colmar;Habitat;2022-05-14;429506;233;3.21;1;2992.3
CLI-1557;CRE-1557;Epinal;Consommation;2022-03-16;17247;47;5.97;1;452.76
CLI-1558;CRE-1558;Strasbourg;Habitat;2021-02-05;180406;200;4.23;1;1537.96
CLI-1559;CRE-1559;Colmar;Auto;2020-10-04;29429;77;5.17;1;508.98
CLI-1560;CRE-1560;Epinal;Habitat;2021-08-29;394944;226;3.45;1;2883.0
CLI-1561;CRE-1561;Strasbourg;Auto;2021-02-17;32258;49;5.59;1;808.6
CLI-1562;CRE-1562;Strasbourg;Consommation;2021-11-03;20251;43;5.94;1;571.2
CLI-1563;CRE-1563;Strasbourg;Habitat;2022-07-12;449258;231;3.8;1;3367.49
CLI-1564;CRE-1564;Colmar;Habitat;2019-09-30;205468;299;3.65;1;1312.15
CLI-1565;CRE-1565;Colmar;Habitat;2020-06-17;389959;269;3.32;1;2528.55
CLI-1566;CRE-1566;Strasbourg;Consommation;2021-10-29;5628;17;7.02;1;363.98
CLI-1567;CRE-1567;Colmar;Auto;2020-06-12;37723;79;5.95;1;664.55
CLI-1568;CRE-1568;Epinal;Habitat;2022-01-14;377207;237;3.8;1;2786.08
CLI-1569;CRE-1569;Mulhouse;Habitat;2019-09-26;206533;298;3.59;0;1310.94
CLI-1570;CRE-1570;Strasbourg;Habitat;2019-07-16;287743;234;3.24;1;2006.58
CLI-1571;CRE-1571;Strasbourg;Consommation;2021-12-08;5171;51;7.4;1;133.28
CLI-1572;CRE-1572;Colmar;Consommation;2020-07-24;19696;41;5.82;0;575.92
CLI-1573;CRE-1573;Epinal;Habitat;2020-08-25;245489;240;3.46;1;1730.7
CLI-1574;CRE-1574;Mulhouse;Auto;2022-05-31;43089;54;5.92;1;1010.52
CLI-1575;CRE-1575;Colmar;Consommation;2019-08-09;14697;22;7.1;1;755.0
CLI-1576;CRE-1576;Mulhouse;Auto;2019-07-16;38164;78;5.81;1;674.06
CLI-1577;CRE-1577;Strasbourg;Consommation;2020-11-10;8274;55;7.48;1;202.01
CLI-1578;CRE-1578;Epinal;Habitat;2019-08-29;168299;187;3.61;0;1406.29
CLI-1579;CRE-1579;Colmar;Habitat;2019-11-13;293039;232;3.97;1;2232.57
CLI-1580;CRE-1580;Colmar;Habitat;2021-04-20;438331;188;3.86;1;3741.51
CLI-1581;CRE-1581;Epinal;Consommation;2019-12-04;9539;35;6.94;1;327.71
CLI-1582;CRE-1582;Colmar;Habitat;2020-06-16;390804;218;3.72;0;3004.17
CLI-1583;CRE-1583;Colmar;Consommation;2020-09-18;21505;38;6.41;1;680.79
CLI-1584;CRE-1584;Colmar;Habitat;2022-04-09;162312;283;3.97;0;1110.52
CLI-1585;CRE-1585;Mulhouse;Habitat;2019-07-17;372248;274;3.59;0;2472.21
CLI-1586;CRE-1586;Colmar;Consommation;2022-02-03;22243;52;6.02;1;539.34
CLI-1587;CRE-1587;Mulhouse;Habitat;2021-07-04;392103;216;3.95;0;3105.96
CLI-1588;CRE-1588;Strasbourg;Habitat;2022-11-18;165860;257;4.0;0;1198.24
CLI-1589;CRE-1589;Strasbourg;Habitat;2020-10-24;398608;269;3.47;1;2634.46
CLI-1590;CRE-1590;Colmar;Habitat;2020-03-18;161246;223;4.05;1;1267.28
CLI-1591;CRE-1591;Epinal;Auto;2022-05-08;44741;62;5.22;1;916.25
CLI-1592;CRE-1592;Colmar;Consommation;2020-12-19;7748;40;5.94;1;232.05
CLI-1593;CRE-1593;Mulhouse;Consommation;2020-03-21;18392;58;6.38;0;414.89
CLI-1594;CRE-1594;Colmar;Habitat;2020-03-11;182508;247;3.93;1;1336.61
CLI-1595;CRE-1595;Epinal;Habitat;2020-09-28;366616;264;3.2;1;2366.34
CLI-1596;CRE-1596;Epinal;Habitat;2021-10-24;266539;293;4.0;0;1798.15
CLI-1597;CRE-1597;Strasbourg;Habitat;2021-06-26;153971;284;3.53;0;995.08
CLI-1598;CRE-1598;Epinal;Auto;2020-08-02;26978;76;5.19;0;471.65
CLI-1599;CRE-1599;Strasbourg;Consommation;2020-01-25;16301;45;6.46;1;450.0
CLI-1600;CRE-1600;Colmar;Consommation;2022-08-23;8201;32;6.76;0;302.48
CLI-1601;CRE-1601;Strasbourg;Habitat;2020-06-28;317676;271;3.87;1;2196.74
CLI-1602;CRE-1602;Colmar;Auto;2021-05-10;44557;53;5.74;1;1053.83
CLI-1603;CRE-1603;Epinal;Consommation;2022-02-15;16656;27;7.0;1;714.05
CLI-1604;CRE-1604;Strasbourg;Habitat;2022-10-10;327256;192;3.16;1;2566.23
CLI-1605;CRE-1605;Epinal;Habitat;2022-01-03;234629;272;3.42;1;1531.3
CLI-1606;CRE-1606;Colmar;Habitat;2020-04-30;246973;213;3.48;1;1875.72
CLI-1607;CRE-1607;Mulhouse;Consommation;2019-10-08;20592;45;6.76;1;573.6
CLI-1608;CRE-1608;Strasbourg;Auto;2022-04-08;22337;71;5.52;1;417.36
CLI-1609;CRE-1609;Epinal;Habitat;2021-03-27;400373;287;3.41;1;2532.75
CLI-1610;CRE-1610;Epinal;Habitat;2019-03-26;160518;297;3.71;1;1036.73
CLI-1611;CRE-1611;Strasbourg;Habitat;2021-11-02;264628;278;3.95;1;1822.97
CLI-1612;CRE-1612;Mulhouse;Auto;2021-07-05;27790;72;5.38;0;510.56
CLI-1613;CRE-1613;Strasbourg;Habitat;2021-10-12;304332;261;3.56;1;2068.87
CLI-1614;CRE-1614;Colmar;Consommation;2021-11-08;21547;34;6.89;1;757.45
CLI-1615;CRE-1615;Strasbourg;Consommation;2020-08-19;17622;54;7.32;1;433.83
CLI-1616;CRE-1616;Strasbourg;Habitat;2019-10-13;381429;249;3.23;1;2558.52
CLI-1617;CRE-1617;Mulhouse;Habitat;2019-03-29;277371;214;3.35;0;2070.45
CLI-1618;CRE-1618;Mulhouse;Auto;2022-11-19;24521;53;5.19;1;568.71
CLI-1619;CRE-1619;Strasbourg;Consommation;2021-06-20;15849;20;6.68;1;880.68
CLI-1620;CRE-1620;Mulhouse;Habitat;2019-07-20;256830;260;3.53;0;1743.32
CLI-1621;CRE-1621;Epinal;Habitat;2019-05-21;285472;276;3.6;1;1890.73
CLI-1622;CRE-1622;Colmar;Consommation;2022-10-01;16428;20;6.69;1;912.99
CLI-1623;CRE-1623;Strasbourg;Habitat;2019-12-17;258688;212;3.49;1;1972.58
CLI-1624;CRE-1624;Strasbourg;Auto;2022-11-14;24168;36;5.93;0;790.76
CLI-1625;CRE-1625;Mulhouse;Habitat;2021-06-25;336143;208;3.95;1;2722.54
CLI-1626;CRE-1626;Colmar;Habitat;2021-03-18;370242;199;3.1;1;2816.97
CLI-1627;CRE-1627;Colmar;Habitat;2022-08-11;250476;298;4.21;1;1719.28
CLI-1628;CRE-1628;Epinal;Habitat;2020-11-09;338955;219;3.39;1;2505.29
CLI-1629;CRE-1629;Strasbourg;Auto;2022-02-14;17078;39;5.54;1;516.74
CLI-1630;CRE-1630;Strasbourg;Habitat;2020-01-29;228820;278;4.02;1;1589.64
CLI-1631;CRE-1631;Epinal;Consommation;2020-04-22;5054;26;7.29;1;225.09
CLI-1632;CRE-1632;Strasbourg;Habitat;2022-04-17;233495;207;4.19;1;1943.28
CLI-1633;CRE-1633;Mulhouse;Habitat;2022-09-14;242330;212;3.64;0;1878.13
CLI-1634;CRE-1634;Strasbourg;Habitat;2021-04-17;305269;289;4.11;0;2101.84
CLI-1635;CRE-1635;Epinal;Habitat;2021-10-23;189042;283;4.25;1;1337.52
CLI-1636;CRE-1636;Strasbourg;Habitat;2021-07-27;268438;285;3.86;1;1805.36
CLI-1637;CRE-1637;Mulhouse;Consommation;2019-05-21;24958;40;6.92;1;767.87
CLI-1638;CRE-1638;Colmar;Auto;2019-08-13;20847;73;5.07;1;373.65
CLI-1639;CRE-1639;Strasbourg;Habitat;2020-09-10;215265;194;3.93;1;1814.61
CLI-1640;CRE-1640;Colmar;Habitat;2019-03-17;232663;292;3.74;0;1521.92
CLI-1641;CRE-1641;Mulhouse;Consommation;2020-07-09;23570;49;6.5;0;608.69
CLI-1642;CRE-1642;Colmar;Auto;2019-10-14;23773;60;5.56;1;506.36
CLI-1643;CRE-1643;Strasbourg;Auto;2021-01-29;42259;58;5.83;0;933.91
CLI-1644;CRE-1644;Mulhouse;Auto;2022-05-05;23552;45;5.66;0;634.46
CLI-1645;CRE-1645;Epinal;Habitat;2021-07-14;211084;291;4.21;0;1465.93
CLI-1646;CRE-1646;Strasbourg;Auto;2021-12-30;40778;41;5.38;0;1177.41
CLI-1647;CRE-1647;Epinal;Habitat;2019-11-10;396908;224;3.24;0;2843.56
CLI-1648;CRE-1648;Strasbourg;Auto;2019-03-18;43233;48;5.93;1;1114.33
CLI-1649;CRE-1649;Epinal;Auto;2020-01-01;18609;73;5.78;1;344.55
CLI-1650;CRE-1650;Epinal;Habitat;2019-07-10;379542;236;3.57;0;2737.37
CLI-1651;CRE-1651;Strasbourg;Consommation;2022-04-01;24887;44;6.71;1;704.77
CLI-1652;CRE-1652;Epinal;Consommation;2022-11-18;11827;18;6.47;1;720.82
CLI-1653;CRE-1653;Strasbourg;Habitat;2019-05-20;221716;272;3.85;0;1526.47
CLI-1654;CRE-1654;Mulhouse;Consommation;2022-03-03;20406;49;5.98;1;518.14
CLI-1655;CRE-1655;Strasbourg;Consommation;2021-02-17;6962;17;6.77;1;448.81
CLI-1656;CRE-1656;Mulhouse;Habitat;2020-03-13;296306;266;3.72;1;2032.48
CLI-1657;CRE-1657;Epinal;Habitat;2021-03-19;304972;278;3.38;1;1956.03
CLI-1658;CRE-1658;Mulhouse;Auto;2021-04-26;26397;69;5.92;1;512.79
CLI-1659;CRE-1659;Strasbourg;Consommation;2020-03-07;7021;39;5.78;1;213.84
CLI-1660;CRE-1660;Mulhouse;Habitat;2022-04-23;162155;244;4.03;0;1209.14
CLI-1661;CRE-1661;Strasbourg;Consommation;2020-02-16;21866;26;7.16;0;971.47
CLI-1662;CRE-1662;Epinal;Auto;2021-12-27;15903;57;5.44;1;351.09
CLI-1663;CRE-1663;Mulhouse;Habitat;2022-07-11;218619;264;3.39;0;1445.7
CLI-1664;CRE-1664;Epinal;Consommation;2021-08-10;23959;59;7.37;1;553.23
CLI-1665;CRE-1665;Strasbourg;Habitat;2022-02-18;396435;230;3.28;1;2807.22
CLI-1666;CRE-1666;Mulhouse;Auto;2021-05-25;44718;64;4.9;0;881.32
CLI-1667;CRE-1667;Epinal;Habitat;2021-06-20;188074;267;4.06;1;1340.71
CLI-1668;CRE-1668;Epinal;Auto;2022-04-15;15522;36;5.1;0;497.14
CLI-1669;CRE-1669;Mulhouse;Auto;2020-08-20;21379;56;5.88;1;486.52
CLI-1670;CRE-1670;Strasbourg;Consommation;2020-10-04;24026;32;5.67;0;864.34
CLI-1671;CRE-1671;Strasbourg;Consommation;2021-05-07;16738;20;5.69;1;916.27
CLI-1672;CRE-1672;Strasbourg;Habitat;2020-05-29;295329;237;4.1;1;2255.15
CLI-1673;CRE-1673;Colmar;Habitat;2020-04-18;289033;191;4.08;0;2495.97
CLI-1674;CRE-1674;Mulhouse;Habitat;2021-09-20;377557;294;3.76;1;2467.22
CLI-1675;CRE-1675;Strasbourg;Habitat;2022-08-14;170938;244;3.55;1;1206.26
CLI-1676;CRE-1676;Mulhouse;Habitat;2020-01-24;305560;270;3.87;1;2117.13
CLI-1677;CRE-1677;Strasbourg;Habitat;2022-07-01;220295;275;3.26;1;1399.54
CLI-1678;CRE-1678;Epinal;Habitat;2019-05-24;338170;261;3.33;1;2234.09
CLI-1679;CRE-1679;Epinal;Habitat;2022-07-28;256009;229;3.49;1;1862.5
CLI-1680;CRE-1680;Strasbourg;Consommation;2021-11-14;15351;39;7.16;1;485.21
CLI-1681;CRE-1681;Mulhouse;Consommation;2019-07-19;10998;21;5.74;1;576.32
CLI-1682;CRE-1682;Mulhouse;Auto;2019-02-26;23733;42;4.88;1;661.59
CLI-1683;CRE-1683;Strasbourg;Consommation;2021-01-11;22096;33;7.16;1;801.42
CLI-1684;CRE-1684;Mulhouse;Habitat;2020-01-30;167080;208;3.97;0;1356.03
CLI-1685;CRE-1685;Mulhouse;Habitat;2021-12-12;257623;218;3.94;1;2027.62
CLI-1686;CRE-1686;Colmar;Habitat;2019-08-31;219590;198;3.77;1;1798.92
CLI-1687;CRE-1687;Epinal;Consommation;2021-05-05;11981;35;6.61;1;408.31
CLI-1688;CRE-1688;Colmar;Habitat;2020-04-20;249048;210;3.99;1;2014.03
CLI-1689;CRE-1689;Mulhouse;Habitat;2019-07-24;379531;276;3.96;1;2627.56
CLI-1690;CRE-1690;Epinal;Habitat;2020-07-08;213433;278;4.05;1;1488.08
CLI-1691;CRE-1691;Epinal;Consommation;2021-02-25;8568;33;6.94;0;309.19
CLI-1692;CRE-1692;Strasbourg;Auto;2019-12-13;39367;61;4.81;1;803.16
CLI-1693;CRE-1693;Strasbourg;Auto;2022-04-28;38210;60;5.37;0;807.82
CLI-1694;CRE-1694;Epinal;Auto;2020-02-23;36213;56;5.28;0;806.0
CLI-1695;CRE-1695;Strasbourg;Auto;2020-07-14;36271;58;5.74;1;798.86
CLI-1696;CRE-1696;Epinal;Habitat;2021-10-13;245455;228;3.91;1;1876.33
CLI-1697;CRE-1697;Strasbourg;Consommation;2022-10-12;14062;14;6.96;1;1085.99
CLI-1698;CRE-1698;Mulhouse;Auto;2021-12-05;43560;66;5.35;1;854.2
CLI-1699;CRE-1699;Colmar;Auto;2019-03-19;34498;68;4.79;0;645.03
CLI-1700;CRE-1700;Mulhouse;Habitat;2019-05-09;272279;277;3.84;0;1854.25
CLI-1701;CRE-1701;Epinal;Habitat;2021-11-15;277043;261;3.74;0;1924.92
CLI-1702;CRE-1702;Mulhouse;Habitat;2020-05-05;396407;253;3.59;1;2752.74
CLI-1703;CRE-1703;Mulhouse;Consommation;2019-09-24;13106;12;7.31;1;1172.0
CLI-1704;CRE-1704;Strasbourg;Habitat;2019-10-05;173820;280;4.28;1;1240.74
CLI-1705;CRE-1705;Mulhouse;Habitat;2021-06-10;431512;215;3.22;1;3164.92
CLI-1706;CRE-1706;Mulhouse;Auto;2021-11-12;31576;73;5.64;1;580.96
CLI-1707;CRE-1707;Strasbourg;Auto;2020-03-28;21355;54;5.93;0;500.99
CLI-1708;CRE-1708;Epinal;Auto;2020-08-18;32434;50;5.28;1;791.39
CLI-1709;CRE-1709;Mulhouse;Consommation;2022-08-30;18357;21;6.59;0;974.95
CLI-1710;CRE-1710;Mulhouse;Auto;2021-12-05;36862;50;5.58;1;908.65
CLI-1711;CRE-1711;Colmar;Habitat;2022-03-01;305886;275;3.48;0;1999.38
CLI-1712;CRE-1712;Colmar;Habitat;2021-03-14;378504;294;3.3;1;2328.31
CLI-1713;CRE-1713;Strasbourg;Consommation;2021-04-04;5690;38;6.61;1;181.08
CLI-1714;CRE-1714;Mulhouse;Consommation;2021-10-31;17688;18;7.21;1;1088.94
CLI-1715;CRE-1715;Colmar;Consommation;2022-08-10;14446;30;6.09;1;554.85
CLI-1716;CRE-1716;Strasbourg;Auto;2022-04-24;22854;50;5.91;0;569.64
CLI-1717;CRE-1717;Mulhouse;Habitat;2019-05-08;245887;182;3.43;1;2053.85
CLI-1718;CRE-1718;Strasbourg;Habitat;2022-03-26;238612;210;3.24;1;1780.5
CLI-1719;CRE-1719;Colmar;Consommation;2019-03-09;5653;16;5.8;1;380.64
CLI-1720;CRE-1720;Mulhouse;Auto;2022-09-23;31311;73;5.87;1;582.08
CLI-1721;CRE-1721;Epinal;Consommation;2019-10-11;15007;28;6.2;1;613.5
CLI-1722;CRE-1722;Epinal;Consommation;2022-02-09;5864;39;6.25;0;180.9
CLI-1723;CRE-1723;Mulhouse;Auto;2022-05-23;33942;60;5.2;1;712.78
CLI-1724;CRE-1724;Epinal;Habitat;2020-05-19;362792;279;3.7;0;2418.94
CLI-1725;CRE-1725;Strasbourg;Habitat;2021-09-23;404630;188;3.1;0;3197.58
CLI-1726;CRE-1726;Mulhouse;Habitat;2020-02-26;303206;266;3.87;1;2117.71
CLI-1727;CRE-1727;Epinal;Auto;2020-08-25;16346;73;5.19;1;294.61
CLI-1728;CRE-1728;Mulhouse;Habitat;2021-12-15;237651;292;4.0;1;1606.04
CLI-1729;CRE-1729;Strasbourg;Habitat;2020-01-08;156533;219;3.87;1;1219.58
CLI-1730;CRE-1730;Colmar;Habitat;2021-01-20;340275;230;3.63;1;2508.79
