Date_Mois;Client_ID;Capital_Restant_Du;Score_Risque;Statut
2024-07-01;CLI-1621;220309.91;44;OK
2024-08-01;CLI-1621;219275.59;12;OK
2024-09-01;CLI-1621;218241.28;91;Retard
2024-10-01;CLI-1621;217206.96;2;OK
2024-11-01;CLI-1621;216172.64;26;OK
2024-12-01;CLI-1621;215138.32;15;OK
2024-01-01;CLI-1622;3285.6;62;OK
2024-02-01;CLI-1622;2464.2;76;OK
2024-03-01;CLI-1622;1642.8;5;OK
2024-04-01;CLI-1622;821.4;92;Retard
2024-05-01;CLI-1622;0.0;27;OK
2024-06-01;CLI-1622;0.0;27;OK
2024-07-01;CLI-1622;0.0;18;OK
2024-08-01;CLI-1622;0.0;95;Retard
2024-09-01;CLI-1622;0.0;57;OK
2024-10-01;CLI-1622;0.0;23;OK
2024-11-01;CLI-1622;0.0;10;OK
2024-12-01;CLI-1622;0.0;15;OK
2024-01-01;CLI-1623;197676.68;10;OK
2024-02-01;CLI-1623;196456.45;39;OK
2024-03-01;CLI-1623;195236.23;15;OK
2024-04-01;CLI-1623;194016.0;5;OK
2024-05-01;CLI-1623;192795.77;45;OK
2024-06-01;CLI-1623;191575.55;45;OK
2024-07-01;CLI-1623;190355.32;34;OK
2024-08-01;CLI-1623;189135.09;66;OK
2024-09-01;CLI-1623;187914.87;1;OK
2024-10-01;CLI-1623;186694.64;13;OK
2024-11-01;CLI-1623;185474.42;85;OK
2024-12-01;CLI-1623;184254.19;11;OK
2024-01-01;CLI-1624;14769.33;28;OK
2024-02-01;CLI-1624;14098.0;30;OK
2024-03-01;CLI-1624;13426.67;34;OK
2024-04-01;CLI-1624;12755.33;46;OK
2024-05-01;CLI-1624;12084.0;30;OK
2024-06-01;CLI-1624;11412.67;84;OK
2024-07-01;CLI-1624;10741.33;24;OK
2024-08-01;CLI-1624;10070.0;81;OK
2024-09-01;CLI-1624;9398.67;21;OK
2024-10-01;CLI-1624;8727.33;39;OK
2024-11-01;CLI-1624;8056.0;59;OK
2024-12-01;CLI-1624;7384.67;28;OK
2024-01-01;CLI-1625;286044.76;78;OK
2024-02-01;CLI-1625;284428.69;77;OK
2024-03-01;CLI-1625;282812.62;46;OK
2024-04-01;CLI-1625;281196.55;1;OK
2024-05-01;CLI-1625;279580.48;77;OK
2024-06-01;CLI-1625;277964.4;91;Retard
2024-07-01;CLI-1625;276348.33;29;OK
2024-08-01;CLI-1625;274732.26;63;OK
2024-09-01;CLI-1625;273116.19;12;OK
2024-10-01;CLI-1625;271500.12;30;OK
2024-11-01;CLI-1625;269884.04;17;OK
2024-12-01;CLI-1625;268267.97;35;OK
2024-01-01;CLI-1626;306984.57;7;OK
2024-02-01;CLI-1626;305124.06;58;OK
2024-03-01;CLI-1626;303263.55;52;OK
2024-04-01;CLI-1626;301403.04;26;OK
2024-05-01;CLI-1626;299542.52;18;OK
2024-06-01;CLI-1626;297682.01;15;OK
2024-07-01;CLI-1626;295821.5;19;OK
2024-08-01;CLI-1626;293960.98;45;OK
2024-09-01;CLI-1626;292100.47;34;OK
2024-10-01;CLI-1626;290239.96;93;Retard
2024-11-01;CLI-1626;288379.45;79;OK
2024-12-01;CLI-1626;286518.93;69;OK
2024-01-01;CLI-1627;236187.1;74;OK
2024-02-01;CLI-1627;235346.58;39;OK
2024-03-01;CLI-1627;234506.05;96;Defaut
2024-04-01;CLI-1627;233665.53;71;OK
2024-05-01;CLI-1627;232825.01;45;OK
2024-06-01;CLI-1627;231984.48;68;OK
2024-07-01;CLI-1627;231143.96;32;OK
2024-08-01;CLI-1627;230303.44;4;OK
2024-09-01;CLI-1627;229462.91;72;OK
2024-10-01;CLI-1627;228622.39;55;OK
2024-11-01;CLI-1627;227781.87;99;Defaut
2024-12-01;CLI-1627;226941.34;1;OK
2024-01-01;CLI-1628;278593.15;56;OK
2024-02-01;CLI-1628;277045.41;42;OK
2024-03-01;CLI-1628;275497.67;20;OK
2024-04-01;CLI-1628;273949.93;99;Defaut
2024-05-01;CLI-1628;272402.19;5;OK
2024-06-01;CLI-1628;270854.45;54;OK
2024-07-01;CLI-1628;269306.71;11;OK
2024-08-01;CLI-1628;267758.97;50;OK
2024-09-01;CLI-1628;266211.23;40;OK
2024-10-01;CLI-1628;264663.49;67;OK
2024-11-01;CLI-1628;263115.75;35;OK
2024-12-01;CLI-1628;261568.01;94;Retard
2024-01-01;CLI-1629;7006.36;46;OK
2024-02-01;CLI-1629;6568.46;89;Retard
2024-03-01;CLI-1629;6130.56;18;OK
2024-04-01;CLI-1629;5692.67;41;OK
2024-05-01;CLI-1629;5254.77;6;OK
2024-06-01;CLI-1629;4816.87;10;OK
2024-07-01;CLI-1629;4378.97;97;Defaut
2024-08-01;CLI-1629;3941.08;91;Retard
2024-09-01;CLI-1629;3503.18;93;Retard
2024-10-01;CLI-1629;3065.28;94;Retard
2024-11-01;CLI-1629;2627.38;31;OK
2024-12-01;CLI-1629;2189.49;4;OK
2024-01-01;CLI-1630;189311.51;86;Retard
2024-02-01;CLI-1630;188488.42;42;OK
2024-03-01;CLI-1630;187665.32;48;OK
2024-04-01;CLI-1630;186842.23;60;OK
2024-05-01;CLI-1630;186019.14;81;OK
2024-06-01;CLI-1630;185196.04;8;OK
2024-07-01;CLI-1630;184372.95;8;OK
2024-08-01;CLI-1630;183549.86;34;OK
2024-09-01;CLI-1630;182726.76;73;OK
2024-10-01;CLI-1630;181903.67;96;Defaut
2024-11-01;CLI-1630;181080.58;86;Retard
2024-12-01;CLI-1630;180257.48;8;OK
2024-01-01;CLI-1631;0.0;32;OK
2024-02-01;CLI-1631;0.0;69;OK
2024-03-01;CLI-1631;0.0;23;OK
2024-04-01;CLI-1631;0.0;91;Retard
2024-05-01;CLI-1631;0.0;45;OK
2024-06-01;CLI-1631;0.0;54;OK
2024-07-01;CLI-1631;0.0;18;OK
2024-08-01;CLI-1631;0.0;65;OK
2024-09-01;CLI-1631;0.0;56;OK
2024-10-01;CLI-1631;0.0;31;OK
2024-11-01;CLI-1631;0.0;9;OK
2024-12-01;CLI-1631;0.0;82;OK
2024-01-01;CLI-1632;209807.1;9;OK
2024-02-01;CLI-1632;208679.11;79;OK
2024-03-01;CLI-1632;207551.11;4;OK
2024-04-01;CLI-1632;206423.12;70;OK
2024-05-01;CLI-1632;205295.12;38;OK
2024-06-01;CLI-1632;204167.13;80;OK
2024-07-01;CLI-1632;203039.13;78;OK
2024-08-01;CLI-1632;201911.14;15;OK
2024-09-01;CLI-1632;200783.14;48;OK
2024-10-01;CLI-1632;199655.14;46;OK
2024-11-01;CLI-1632;198527.15;9;OK
2024-12-01;CLI-1632;197399.15;19;OK
2024-01-01;CLI-1633;224040.94;95;Retard
2024-02-01;CLI-1633;222897.88;47;OK
2024-03-01;CLI-1633;221754.81;35;OK
2024-04-01;CLI-1633;220611.75;78;OK
2024-05-01;CLI-1633;219468.68;50;OK
2024-06-01;CLI-1633;218325.61;71;OK
2024-07-01;CLI-1633;217182.55;70;OK
2024-08-01;CLI-1633;216039.48;23;OK
2024-09-01;CLI-1633;214896.42;46;OK
2024-10-01;CLI-1633;213753.35;71;OK
2024-11-01;CLI-1633;212610.28;29;OK
2024-12-01;CLI-1633;211467.22;65;OK
2024-01-01;CLI-1634;270411.29;53;OK
2024-02-01;CLI-1634;269355.0;46;OK
2024-03-01;CLI-1634;268298.71;12;OK
2024-04-01;CLI-1634;267242.41;70;OK
2024-05-01;CLI-1634;266186.12;58;OK
2024-06-01;CLI-1634;265129.82;78;OK
2024-07-01;CLI-1634;264073.53;21;OK
2024-08-01;CLI-1634;263017.24;37;OK
2024-09-01;CLI-1634;261960.94;73;OK
2024-10-01;CLI-1634;260904.65;40;OK
2024-11-01;CLI-1634;259848.35;77;OK
2024-12-01;CLI-1634;258792.06;51;OK
2024-01-01;CLI-1635;171006.19;74;OK
2024-02-01;CLI-1635;170338.2;78;OK
2024-03-01;CLI-1635;169670.2;72;OK
2024-04-01;CLI-1635;169002.21;21;OK
2024-05-01;CLI-1635;168334.22;40;OK
2024-06-01;CLI-1635;167666.23;92;Retard
2024-07-01;CLI-1635;166998.23;77;OK
2024-08-01;CLI-1635;166330.24;83;OK
2024-09-01;CLI-1635;165662.25;60;OK
2024-10-01;CLI-1635;164994.25;60;OK
2024-11-01;CLI-1635;164326.26;59;OK
2024-12-01;CLI-1635;163658.27;13;OK
2024-01-01;CLI-1636;240181.37;8;OK
2024-02-01;CLI-1636;239239.48;70;OK
2024-03-01;CLI-1636;238297.59;66;OK
2024-04-01;CLI-1636;237355.71;24;OK
2024-05-01;CLI-1636;236413.82;21;OK
2024-06-01;CLI-1636;235471.93;38;OK
2024-07-01;CLI-1636;234530.04;20;OK
2024-08-01;CLI-1636;233588.15;63;OK
2024-09-01;CLI-1636;232646.27;37;OK
2024-10-01;CLI-1636;231704.38;50;OK
2024-11-01;CLI-1636;230762.49;66;OK
2024-12-01;CLI-1636;229820.6;97;Defaut
2024-01-01;CLI-1637;0.0;31;OK
2024-02-01;CLI-1637;0.0;59;OK
2024-03-01;CLI-1637;0.0;69;OK
2024-04-01;CLI-1637;0.0;35;OK
2024-05-01;CLI-1637;0.0;86;Retard
2024-06-01;CLI-1637;0.0;69;OK
2024-07-01;CLI-1637;0.0;61;OK
2024-08-01;CLI-1637;0.0;48;OK
2024-09-01;CLI-1637;0.0;1;OK
2024-10-01;CLI-1637;0.0;81;OK
2024-11-01;CLI-1637;0.0;28;OK
2024-12-01;CLI-1637;0.0;3;OK
2024-01-01;CLI-1638;5425.93;18;OK
2024-02-01;CLI-1638;5140.36;25;OK
2024-03-01;CLI-1638;4854.78;97;Defaut
2024-04-01;CLI-1638;4569.21;4;OK
2024-05-01;CLI-1638;4283.63;87;Retard
2024-06-01;CLI-1638;3998.05;40;OK
2024-07-01;CLI-1638;3712.48;83;OK
2024-08-01;CLI-1638;3426.9;79;OK
2024-09-01;CLI-1638;3141.33;60;OK
2024-10-01;CLI-1638;2855.75;87;Retard
2024-11-01;CLI-1638;2570.18;23;OK
2024-12-01;CLI-1638;2284.6;70;OK
2024-01-01;CLI-1639;169770.85;53;OK
2024-02-01;CLI-1639;168661.24;66;OK
2024-03-01;CLI-1639;167551.62;72;OK
2024-04-01;CLI-1639;166442.01;33;OK
2024-05-01;CLI-1639;165332.4;65;OK
2024-06-01;CLI-1639;164222.78;47;OK
2024-07-01;CLI-1639;163113.17;22;OK
2024-08-01;CLI-1639;162003.56;66;OK
2024-09-01;CLI-1639;160893.94;86;Retard
2024-10-01;CLI-1639;159784.33;86;Retard
2024-11-01;CLI-1639;158674.72;81;OK
2024-12-01;CLI-1639;157565.1;54;OK
2024-01-01;CLI-1640;185652.33;89;Retard
2024-02-01;CLI-1640;184855.53;13;OK
2024-03-01;CLI-1640;184058.74;83;OK
2024-04-01;CLI-1640;183261.95;8;OK
2024-05-01;CLI-1640;182465.16;93;Retard
2024-06-01;CLI-1640;181668.37;7;OK
2024-07-01;CLI-1640;180871.58;32;OK
2024-08-01;CLI-1640;180074.79;24;OK
2024-09-01;CLI-1640;179278.0;71;OK
2024-10-01;CLI-1640;178481.21;62;OK
2024-11-01;CLI-1640;177684.41;3;OK
2024-12-01;CLI-1640;176887.62;69;OK
2024-01-01;CLI-1641;2886.12;53;OK
2024-02-01;CLI-1641;2405.1;6;OK
2024-03-01;CLI-1641;1924.08;95;Retard
2024-04-01;CLI-1641;1443.06;24;OK
2024-05-01;CLI-1641;962.04;85;OK
2024-06-01;CLI-1641;481.02;43;OK
2024-07-01;CLI-1641;0.0;29;OK
2024-08-01;CLI-1641;0.0;19;OK
2024-09-01;CLI-1641;0.0;80;OK
2024-10-01;CLI-1641;0.0;20;OK
2024-11-01;CLI-1641;0.0;98;Defaut
2024-12-01;CLI-1641;0.0;63;OK
2024-01-01;CLI-1642;3169.73;17;OK
2024-02-01;CLI-1642;2773.52;17;OK
2024-03-01;CLI-1642;2377.3;49;OK
2024-04-01;CLI-1642;1981.08;46;OK
2024-05-01;CLI-1642;1584.87;99;Defaut
2024-06-01;CLI-1642;1188.65;36;OK
2024-07-01;CLI-1642;792.43;53;OK
2024-08-01;CLI-1642;396.22;56;OK
2024-09-01;CLI-1642;0.0;38;OK
2024-10-01;CLI-1642;0.0;71;OK
2024-11-01;CLI-1642;0.0;47;OK
2024-12-01;CLI-1642;0.0;88;Retard
2024-01-01;CLI-1643;16029.28;74;OK
2024-02-01;CLI-1643;15300.67;64;OK
2024-03-01;CLI-1643;14572.07;98;Defaut
2024-04-01;CLI-1643;13843.47;69;OK
2024-05-01;CLI-1643;13114.86;88;Retard
2024-06-01;CLI-1643;12386.26;38;OK
2024-07-01;CLI-1643;11657.66;80;OK
2024-08-01;CLI-1643;10929.05;44;OK
2024-09-01;CLI-1643;10200.45;74;OK
2024-10-01;CLI-1643;9471.84;54;OK
2024-11-01;CLI-1643;8743.24;83;OK
2024-12-01;CLI-1643;8014.64;34;OK
2024-01-01;CLI-1644;12561.07;99;Defaut
2024-02-01;CLI-1644;12037.69;76;OK
2024-03-01;CLI-1644;11514.31;90;Retard
2024-04-01;CLI-1644;10990.93;64;OK
2024-05-01;CLI-1644;10467.56;43;OK
2024-06-01;CLI-1644;9944.18;7;OK
2024-07-01;CLI-1644;9420.8;15;OK
2024-08-01;CLI-1644;8897.42;94;Retard
2024-09-01;CLI-1644;8374.04;16;OK
2024-10-01;CLI-1644;7850.67;55;OK
2024-11-01;CLI-1644;7327.29;46;OK
2024-12-01;CLI-1644;6803.91;28;OK
2024-01-01;CLI-1645;188597.39;69;OK
2024-02-01;CLI-1645;187872.01;61;OK
2024-03-01;CLI-1645;187146.64;53;OK
2024-04-01;CLI-1645;186421.26;39;OK
2024-05-01;CLI-1645;185695.89;66;OK
2024-06-01;CLI-1645;184970.52;88;Retard
2024-07-01;CLI-1645;184245.14;51;OK
2024-08-01;CLI-1645;183519.77;64;OK
2024-09-01;CLI-1645;182794.39;21;OK
2024-10-01;CLI-1645;182069.02;5;OK
2024-11-01;CLI-1645;181343.64;89;Retard
2024-12-01;CLI-1645;180618.27;53;OK
2024-01-01;CLI-1646;15913.37;65;OK
2024-02-01;CLI-1646;14918.78;30;OK
2024-03-01;CLI-1646;13924.2;1;OK
2024-04-01;CLI-1646;12929.61;9;OK
2024-05-01;CLI-1646;11935.02;43;OK
2024-06-01;CLI-1646;10940.44;33;OK
2024-07-01;CLI-1646;9945.85;80;OK
2024-08-01;CLI-1646;8951.27;56;OK
2024-09-01;CLI-1646;7956.68;50;OK
2024-10-01;CLI-1646;6962.1;58;OK
2024-11-01;CLI-1646;5967.51;30;OK
2024-12-01;CLI-1646;4972.93;22;OK
2024-01-01;CLI-1647;306540.55;65;OK
2024-02-01;CLI-1647;304768.64;25;OK
2024-03-01;CLI-1647;302996.73;53;OK
2024-04-01;CLI-1647;301224.82;87;Retard
2024-05-01;CLI-1647;299452.91;79;OK
2024-06-01;CLI-1647;297681.0;87;Retard
2024-07-01;CLI-1647;295909.09;73;OK
2024-08-01;CLI-1647;294137.18;15;OK
2024-09-01;CLI-1647;292365.27;94;Retard
2024-10-01;CLI-1647;290593.36;70;OK
2024-11-01;CLI-1647;288821.45;76;OK
2024-12-01;CLI-1647;287049.54;58;OK
2024-01-01;CLI-1648;0.0;7;OK
2024-02-01;CLI-1648;0.0;82;OK
2024-03-01;CLI-1648;0.0;16;OK
2024-04-01;CLI-1648;0.0;62;OK
2024-05-01;CLI-1648;0.0;83;OK
2024-06-01;CLI-1648;0.0;72;OK
2024-07-01;CLI-1648;0.0;36;OK
2024-08-01;CLI-1648;0.0;7;OK
2024-09-01;CLI-1648;0.0;93;Retard
2024-10-01;CLI-1648;0.0;31;OK
2024-11-01;CLI-1648;0.0;69;OK
2024-12-01;CLI-1648;0.0;78;OK
2024-01-01;CLI-1649;6118.03;81;OK
2024-02-01;CLI-1649;5863.11;22;OK
2024-03-01;CLI-1649;5608.19;89;Retard
2024-04-01;CLI-1649;5353.27;45;OK
2024-05-01;CLI-1649;5098.36;52;OK
2024-06-01;CLI-1649;4843.44;37;OK
2024-07-01;CLI-1649;4588.52;17;OK
2024-08-01;CLI-1649;4333.6;16;OK
2024-09-01;CLI-1649;4078.68;55;OK
2024-10-01;CLI-1649;3823.77;2;OK
2024-11-01;CLI-1649;3568.85;94;Retard
2024-12-01;CLI-1649;3313.93;58;OK
2024-01-01;CLI-1650;291089.42;68;OK
2024-02-01;CLI-1650;289481.19;34;OK
2024-03-01;CLI-1650;287872.96;45;OK
2024-04-01;CLI-1650;286264.73;1;OK
2024-05-01;CLI-1650;284656.5;9;OK
2024-06-01;CLI-1650;283048.27;67;OK
2024-07-01;CLI-1650;281440.04;81;OK
2024-08-01;CLI-1650;279831.81;68;OK
2024-09-01;CLI-1650;278223.58;68;OK
2024-10-01;CLI-1650;276615.36;16;OK
2024-11-01;CLI-1650;275007.13;23;OK
2024-12-01;CLI-1650;273398.9;65;OK
2024-01-01;CLI-1651;12443.5;75;OK
2024-02-01;CLI-1651;11877.89;71;OK
2024-03-01;CLI-1651;11312.27;36;OK
2024-04-01;CLI-1651;10746.66;24;OK
2024-05-01;CLI-1651;10181.05;37;OK
2024-06-01;CLI-1651;9615.43;9;OK
2024-07-01;CLI-1651;9049.82;67;OK
2024-08-01;CLI-1651;8484.2;4;OK
2024-09-01;CLI-1651;7918.59;46;OK
2024-10-01;CLI-1651;7352.98;31;OK
2024-11-01;CLI-1651;6787.36;23;OK
2024-12-01;CLI-1651;6221.75;89;Retard
2024-01-01;CLI-1652;2628.22;35;OK
2024-02-01;CLI-1652;1971.17;5;OK
2024-03-01;CLI-1652;1314.11;16;OK
2024-04-01;CLI-1652;657.06;67;OK
2024-05-01;CLI-1652;0.0;33;OK
2024-06-01;CLI-1652;0.0;90;Retard
2024-07-01;CLI-1652;0.0;70;OK
2024-08-01;CLI-1652;0.0;71;OK
2024-09-01;CLI-1652;0.0;48;OK
2024-10-01;CLI-1652;0.0;64;OK
2024-11-01;CLI-1652;0.0;38;OK
2024-12-01;CLI-1652;0.0;92;Retard
2024-01-01;CLI-1653;175253.46;43;OK
2024-02-01;CLI-1653;174438.32;62;OK
2024-03-01;CLI-1653;173623.19;18;OK
2024-04-01;CLI-1653;172808.06;59;OK
2024-05-01;CLI-1653;171992.93;89;Retard
2024-06-01;CLI-1653;171177.79;26;OK
2024-07-01;CLI-1653;170362.66;27;OK
2024-08-01;CLI-1653;169547.53;26;OK
2024-09-01;CLI-1653;168732.4;31;OK
2024-10-01;CLI-1653;167917.26;1;OK
2024-11-01;CLI-1653;167102.13;53;OK
2024-12-01;CLI-1653;166287.0;11;OK
2024-01-01;CLI-1654;10827.67;92;Retard
2024-02-01;CLI-1654;10411.22;92;Retard
2024-03-01;CLI-1654;9994.78;93;Retard
2024-04-01;CLI-1654;9578.33;62;OK
2024-05-01;CLI-1654;9161.88;26;OK
2024-06-01;CLI-1654;8745.43;68;OK
2024-07-01;CLI-1654;8328.98;4;OK
2024-08-01;CLI-1654;7912.53;61;OK
2024-09-01;CLI-1654;7496.08;54;OK
2024-10-01;CLI-1654;7079.63;22;OK
2024-11-01;CLI-1654;6663.18;60;OK
2024-12-01;CLI-1654;6246.73;44;OK
2024-01-01;CLI-1655;0.0;27;OK
2024-02-01;CLI-1655;0.0;34;OK
2024-03-01;CLI-1655;0.0;72;OK
2024-04-01;CLI-1655;0.0;69;OK
2024-05-01;CLI-1655;0.0;93;Retard
2024-06-01;CLI-1655;0.0;54;OK
2024-07-01;CLI-1655;0.0;36;OK
2024-08-01;CLI-1655;0.0;11;OK
2024-09-01;CLI-1655;0.0;10;OK
2024-10-01;CLI-1655;0.0;43;OK
2024-11-01;CLI-1655;0.0;35;OK
2024-12-01;CLI-1655;0.0;92;Retard
2024-01-01;CLI-1656;243951.18;81;OK
2024-02-01;CLI-1656;242837.25;16;OK
2024-03-01;CLI-1656;241723.32;15;OK
2024-04-01;CLI-1656;240609.38;29;OK
2024-05-01;CLI-1656;239495.45;5;OK
2024-06-01;CLI-1656;238381.52;51;OK
2024-07-01;CLI-1656;237267.59;80;OK
2024-08-01;CLI-1656;236153.65;69;OK
2024-09-01;CLI-1656;235039.72;64;OK
2024-10-01;CLI-1656;233925.79;3;OK
2024-11-01;CLI-1656;232811.86;98;Defaut
2024-12-01;CLI-1656;231697.92;37;OK
2024-01-01;CLI-1657;267673.27;86;Retard
2024-02-01;CLI-1657;266576.24;92;Retard
2024-03-01;CLI-1657;265479.22;66;OK
2024-04-01;CLI-1657;264382.2;95;Retard
2024-05-01;CLI-1657;263285.18;91;Retard
2024-06-01;CLI-1657;262188.16;17;OK
2024-07-01;CLI-1657;261091.14;99;Defaut
2024-08-01;CLI-1657;259994.12;11;OK
2024-09-01;CLI-1657;258897.09;69;OK
2024-10-01;CLI-1657;257800.07;99;Defaut
2024-11-01;CLI-1657;256703.05;79;OK
2024-12-01;CLI-1657;255606.03;26;OK
2024-01-01;CLI-1658;13772.35;57;OK
2024-02-01;CLI-1658;13389.78;86;Retard
2024-03-01;CLI-1658;13007.22;62;OK
2024-04-01;CLI-1658;12624.65;81;OK
2024-05-01;CLI-1658;12242.09;37;OK
2024-06-01;CLI-1658;11859.52;70;OK
2024-07-01;CLI-1658;11476.96;69;OK
2024-08-01;CLI-1658;11094.39;29;OK
2024-09-01;CLI-1658;10711.83;51;OK
2024-10-01;CLI-1658;10329.26;96;Defaut
2024-11-01;CLI-1658;9946.7;93;Retard
2024-12-01;CLI-1658;9564.13;70;OK
2024-01-01;CLI-1659;0.0;40;OK
2024-02-01;CLI-1659;0.0;5;OK
2024-03-01;CLI-1659;0.0;94;Retard
2024-04-01;CLI-1659;0.0;17;OK
2024-05-01;CLI-1659;0.0;4;OK
2024-06-01;CLI-1659;0.0;76;OK
2024-07-01;CLI-1659;0.0;89;Retard
2024-08-01;CLI-1659;0.0;51;OK
2024-09-01;CLI-1659;0.0;62;OK
2024-10-01;CLI-1659;0.0;39;OK
2024-11-01;CLI-1659;0.0;37;OK
2024-12-01;CLI-1659;0.0;11;OK
2024-01-01;CLI-1660;148199.04;68;OK
2024-02-01;CLI-1660;147534.47;73;OK
2024-03-01;CLI-1660;146869.9;57;OK
2024-04-01;CLI-1660;146205.33;81;OK
2024-05-01;CLI-1660;145540.76;84;OK
2024-06-01;CLI-1660;144876.19;57;OK
2024-07-01;CLI-1660;144211.62;44;OK
2024-08-01;CLI-1660;143547.05;87;Retard
2024-09-01;CLI-1660;142882.48;27;OK
2024-10-01;CLI-1660;142217.91;35;OK
2024-11-01;CLI-1660;141553.34;60;OK
2024-12-01;CLI-1660;140888.77;34;OK
2024-01-01;CLI-1661;0.0;4;OK
2024-02-01;CLI-1661;0.0;1;OK
2024-03-01;CLI-1661;0.0;32;OK
2024-04-01;CLI-1661;0.0;71;OK
2024-05-01;CLI-1661;0.0;31;OK
2024-06-01;CLI-1661;0.0;71;OK
2024-07-01;CLI-1661;0.0;55;OK
2024-08-01;CLI-1661;0.0;58;OK
2024-09-01;CLI-1661;0.0;94;Retard
2024-10-01;CLI-1661;0.0;80;OK
2024-11-01;CLI-1661;0.0;18;OK
2024-12-01;CLI-1661;0.0;69;OK
2024-01-01;CLI-1662;8928.0;6;OK
2024-02-01;CLI-1662;8649.0;15;OK
2024-03-01;CLI-1662;8370.0;20;OK
2024-04-01;CLI-1662;8091.0;70;OK
2024-05-01;CLI-1662;7812.0;34;OK
2024-06-01;CLI-1662;7533.0;15;OK
2024-07-01;CLI-1662;7254.0;92;Retard
2024-08-01;CLI-1662;6975.0;90;Retard
2024-09-01;CLI-1662;6696.0;22;OK
2024-10-01;CLI-1662;6417.0;23;OK
2024-11-01;CLI-1662;6138.0;57;OK
2024-12-01;CLI-1662;5859.0;45;OK
2024-01-01;CLI-1663;203713.16;69;OK
2024-02-01;CLI-1663;202885.06;28;OK
2024-03-01;CLI-1663;202056.95;43;OK
2024-04-01;CLI-1663;201228.85;59;OK
2024-05-01;CLI-1663;200400.75;27;OK
2024-06-01;CLI-1663;199572.65;93;Retard
2024-07-01;CLI-1663;198744.55;8;OK
2024-08-01;CLI-1663;197916.44;47;OK
2024-09-01;CLI-1663;197088.34;85;OK
2024-10-01;CLI-1663;196260.24;51;OK
2024-11-01;CLI-1663;195432.14;93;Retard
2024-12-01;CLI-1663;194604.03;40;OK
2024-01-01;CLI-1664;11776.46;71;OK
2024-02-01;CLI-1664;11370.37;10;OK
2024-03-01;CLI-1664;10964.29;40;OK
2024-04-01;CLI-1664;10558.2;27;OK
2024-05-01;CLI-1664;10152.12;43;OK
2024-06-01;CLI-1664;9746.03;89;Retard
2024-07-01;CLI-1664;9339.95;64;OK
2024-08-01;CLI-1664;8933.86;90;Retard
2024-09-01;CLI-1664;8527.78;7;OK
2024-10-01;CLI-1664;8121.69;72;OK
2024-11-01;CLI-1664;7715.61;42;OK
2024-12-01;CLI-1664;7309.53;75;OK
2024-01-01;CLI-1665;356791.5;49;OK
2024-02-01;CLI-1665;355067.87;49;OK
2024-03-01;CLI-1665;353344.24;29;OK
2024-04-01;CLI-1665;351620.61;43;OK
2024-05-01;CLI-1665;349896.98;89;Retard
2024-06-01;CLI-1665;348173.35;27;OK
2024-07-01;CLI-1665;346449.72;72;OK
2024-08-01;CLI-1665;344726.09;38;OK
2024-09-01;CLI-1665;343002.46;47;OK
2024-10-01;CLI-1665;341278.83;15;OK
2024-11-01;CLI-1665;339555.2;7;OK
2024-12-01;CLI-1665;337831.57;98;Defaut
2024-01-01;CLI-1666;22359.0;75;OK
2024-02-01;CLI-1666;21660.28;37;OK
2024-03-01;CLI-1666;20961.56;40;OK
2024-04-01;CLI-1666;20262.84;44;OK
2024-05-01;CLI-1666;19564.12;24;OK
2024-06-01;CLI-1666;18865.41;57;OK
2024-07-01;CLI-1666;18166.69;40;OK
2024-08-01;CLI-1666;17467.97;82;OK
2024-09-01;CLI-1666;16769.25;21;OK
2024-10-01;CLI-1666;16070.53;75;OK
2024-11-01;CLI-1666;15371.81;12;OK
2024-12-01;CLI-1666;14673.09;85;OK
2024-01-01;CLI-1667;166237.69;39;OK
2024-02-01;CLI-1667;165533.3;72;OK
2024-03-01;CLI-1667;164828.9;91;Retard
2024-04-01;CLI-1667;164124.5;63;OK
2024-05-01;CLI-1667;163420.1;51;OK
2024-06-01;CLI-1667;162715.71;85;OK
2024-07-01;CLI-1667;162011.31;61;OK
2024-08-01;CLI-1667;161306.91;42;OK
2024-09-01;CLI-1667;160602.52;51;OK
2024-10-01;CLI-1667;159898.12;2;OK
2024-11-01;CLI-1667;159193.72;99;Defaut
2024-12-01;CLI-1667;158489.33;58;OK
2024-01-01;CLI-1668;6467.5;66;OK
2024-02-01;CLI-1668;6036.33;64;OK
2024-03-01;CLI-1668;5605.17;42;OK
2024-04-01;CLI-1668;5174.0;74;OK
2024-05-01;CLI-1668;4742.83;87;Retard
2024-06-01;CLI-1668;4311.67;90;Retard
2024-07-01;CLI-1668;3880.5;9;OK
2024-08-01;CLI-1668;3449.33;83;OK
2024-09-01;CLI-1668;3018.17;32;OK
2024-10-01;CLI-1668;2587.0;16;OK
2024-11-01;CLI-1668;2155.83;50;OK
2024-12-01;CLI-1668;1724.67;79;OK
2024-01-01;CLI-1669;5726.52;3;OK
2024-02-01;CLI-1669;5344.75;21;OK
2024-03-01;CLI-1669;4962.98;47;OK
2024-04-01;CLI-1669;4581.21;35;OK
2024-05-01;CLI-1669;4199.45;41;OK
2024-06-01;CLI-1669;3817.68;24;OK
2024-07-01;CLI-1669;3435.91;81;OK
2024-08-01;CLI-1669;3054.14;96;Defaut
2024-09-01;CLI-1669;2672.38;64;OK
2024-10-01;CLI-1669;2290.61;15;OK
2024-11-01;CLI-1669;1908.84;82;OK
2024-12-01;CLI-1669;1527.07;23;OK
